,time,category,field,value,score
1351,2025-03-19 16:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),47.85,49.0
1352,2025-03-19 16:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),46.266666666666666,24.0
1354,2025-03-19 16:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1355,2025-03-19 16:00:00+00:00,Thermal comfort,Temperature (°C),21.67405382727273,56.0
1356,2025-03-19 17:00:00+00:00,Acoustics,Sound pressure (dB(A)),53.66666666666666,0.1
1357,2025-03-19 17:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),12.405030674846628,97.0
1359,2025-03-19 17:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),4667.40303030303,0.1
1360,2025-03-19 17:00:00+00:00,Air quality,Relative humidity (R.H.) (%),68.51174242424243,7.0
1362,2025-03-19 17:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1363,2025-03-19 17:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),111.88333333333333,48.0
1364,2025-03-19 17:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),86.05000000000001,22.0
1366,2025-03-19 17:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1367,2025-03-19 17:00:00+00:00,Thermal comfort,Temperature (°C),22.125947766666663,33.0
1368,2025-03-19 18:00:00+00:00,Acoustics,Sound pressure (dB(A)),59.833333333333336,0.1
1369,2025-03-19 18:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),8.065316973415133,100.0
1371,2025-03-19 18:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2742.2333333333336,0.1
1372,2025-03-19 18:00:00+00:00,Air quality,Relative humidity (R.H.) (%),67.31333333333333,13.0
1374,2025-03-19 18:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1375,2025-03-19 18:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),53.016666666666666,50.0
1376,2025-03-19 18:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),46.016666666666666,31.0
1378,2025-03-19 18:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1379,2025-03-19 18:00:00+00:00,Thermal comfort,Temperature (°C),21.208447766666666,79.0
1380,2025-03-19 19:00:00+00:00,Acoustics,Sound pressure (dB(A)),51.41666666666666,0.1
1381,2025-03-19 19:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),1.023517382413088,100.0
1383,2025-03-19 19:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),516.5416666666667,100.0
1384,2025-03-19 19:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.65583333333332,21.0
1386,2025-03-19 19:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1387,2025-03-19 19:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),65.29166666666667,50.0
1388,2025-03-19 19:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),49.49166666666667,32.0
1390,2025-03-19 19:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1391,2025-03-19 19:00:00+00:00,Thermal comfort,Temperature (°C),20.241781100000004,100.0
1392,2025-03-19 20:00:00+00:00,Acoustics,Sound pressure (dB(A)),64.58333333333333,0.1
1393,2025-03-19 20:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.9416359918200412,100.0
1395,2025-03-19 20:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),582.3166666666666,100.0
1396,2025-03-19 20:00:00+00:00,Air quality,Relative humidity (R.H.) (%),66.88166666666666,15.0
1398,2025-03-19 20:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1399,2025-03-19 20:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),64.24999999999999,49.0
1400,2025-03-19 20:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),53.66666666666668,24.0
1402,2025-03-19 20:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1403,2025-03-19 20:00:00+00:00,Thermal comfort,Temperature (°C),19.59011443333334,100.0
1404,2025-03-19 21:00:00+00:00,Acoustics,Sound pressure (dB(A)),63.5,0.1
1405,2025-03-19 21:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),15.762167689161556,93.0
1407,2025-03-19 21:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2040.4499999999998,6.0
1408,2025-03-19 21:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.46166666666664,2.0
1410,2025-03-19 21:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1411,2025-03-19 21:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),191.83333333333334,0.1
1412,2025-03-19 21:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),167.58333333333334,0.1
1414,2025-03-19 21:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1415,2025-03-19 21:00:00+00:00,Thermal comfort,Temperature (°C),20.57678110000001,100.0
1416,2025-03-19 22:00:00+00:00,Acoustics,Sound pressure (dB(A)),69.91666666666667,0.1
1417,2025-03-19 22:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),23.312576687116565,85.0
1419,2025-03-19 22:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3277.7916666666665,0.1
1420,2025-03-19 22:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.43717948717949,0.1
1422,2025-03-19 22:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1423,2025-03-19 22:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),230.89102564102564,0.1
1424,2025-03-19 22:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),202.64102564102564,0.1
1426,2025-03-19 22:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1427,2025-03-19 22:00:00+00:00,Thermal comfort,Temperature (°C),21.65549904871794,57.0
1428,2025-03-19 23:00:00+00:00,Acoustics,Sound pressure (dB(A)),56.583333333333336,0.1
1429,2025-03-19 23:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),17.76826175869121,91.0
1431,2025-03-19 23:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),3569.15,0.1
1432,2025-03-19 23:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.59166666666667,3.0
1434,2025-03-19 23:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1435,2025-03-19 23:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),228.9,0.1
1436,2025-03-19 23:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),206.3166666666667,0.1
1438,2025-03-19 23:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1439,2025-03-19 23:00:00+00:00,Thermal comfort,Temperature (°C),21.575947766666665,61.0
1440,2025-03-20 00:00:00+00:00,Acoustics,Sound pressure (dB(A)),47.5,0.1
1441,2025-03-20 00:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),15.966871165644172,93.0
1443,2025-03-20 00:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2838.425,0.1
1444,2025-03-20 00:00:00+00:00,Air quality,Relative humidity (R.H.) (%),69.58083333333335,7.0
1446,2025-03-20 00:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1447,2025-03-20 00:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),201.1,0.1
1448,2025-03-20 00:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),182.1,0.1
1450,2025-03-20 00:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1451,2025-03-20 00:00:00+00:00,Thermal comfort,Temperature (°C),20.556625499999996,98.0
1452,2025-03-20 01:00:00+00:00,Acoustics,Sound pressure (dB(A)),45.0,0.1
1453,2025-03-20 01:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),14.30877300613497,95.0
1455,2025-03-20 01:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2472.0,0.1
1456,2025-03-20 01:00:00+00:00,Air quality,Relative humidity (R.H.) (%),69.21083333333334,8.0
1458,2025-03-20 01:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1459,2025-03-20 01:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),189.61666666666667,0.1
1460,2025-03-20 01:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),172.7833333333333,0.1
1462,2025-03-20 01:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1463,2025-03-20 01:00:00+00:00,Thermal comfort,Temperature (°C),19.972458833333338,100.0
1464,2025-03-20 02:00:00+00:00,Acoustics,Sound pressure (dB(A)),45.72727272727273,0.1
1465,2025-03-20 02:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),12.030981595092024,97.0
1467,2025-03-20 02:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2634.420454545455,0.1
1468,2025-03-20 02:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.2784090909091,8.0
1470,2025-03-20 02:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1471,2025-03-20 02:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),183.37121212121212,0.1
1472,2025-03-20 02:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),164.78787878787875,0.1
1474,2025-03-20 02:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1475,2025-03-20 02:00:00+00:00,Thermal comfort,Temperature (°C),19.615943681818187,100.0
1476,2025-03-20 03:00:00+00:00,Acoustics,Sound pressure (dB(A)),44.16666666666666,0.1
1477,2025-03-20 03:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),11.340572597137012,98.0
1479,2025-03-20 03:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2442.3166666666666,0.1
1480,2025-03-20 03:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.07416666666666,8.0
1482,2025-03-20 03:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1483,2025-03-20 03:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),163.0583333333333,0.1
1484,2025-03-20 03:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),148.3083333333333,0.1
1486,2025-03-20 03:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1487,2025-03-20 03:00:00+00:00,Thermal comfort,Temperature (°C),19.304958833333338,100.0
1488,2025-03-20 04:00:00+00:00,Acoustics,Sound pressure (dB(A)),44.583333333333336,0.1
1489,2025-03-20 04:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),15.659815950920246,93.0
1491,2025-03-20 04:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2740.9,0.1
1492,2025-03-20 04:00:00+00:00,Air quality,Relative humidity (R.H.) (%),72.17666666666666,5.0
1494,2025-03-20 04:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1495,2025-03-20 04:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),188.36666666666667,0.1
1496,2025-03-20 04:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),152.86666666666665,0.1
1498,2025-03-20 04:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1499,2025-03-20 04:00:00+00:00,Thermal comfort,Temperature (°C),19.275792166666673,100.0
1500,2025-03-20 05:00:00+00:00,Acoustics,Sound pressure (dB(A)),40.083333333333336,0.1
1501,2025-03-20 05:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),25.69028629856851,82.0
1503,2025-03-20 05:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2483.491666666667,0.1
1504,2025-03-20 05:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.90083333333331,5.0
1506,2025-03-20 05:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1507,2025-03-20 05:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),139.9333333333333,7.0
1508,2025-03-20 05:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),124.51666666666665,0.1
1510,2025-03-20 05:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1511,2025-03-20 05:00:00+00:00,Thermal comfort,Temperature (°C),19.128292166666668,100.0
1512,2025-03-20 06:00:00+00:00,Acoustics,Sound pressure (dB(A)),40.66666666666666,0.1
1513,2025-03-20 06:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),24.46206543967281,83.0
1515,2025-03-20 06:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2205.2166666666662,0.1
1516,2025-03-20 06:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.26416666666665,6.0
1518,2025-03-20 06:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1519,2025-03-20 06:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),125.59999999999998,17.0
1520,2025-03-20 06:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),109.43333333333334,0.1
1522,2025-03-20 06:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1523,2025-03-20 06:00:00+00:00,Thermal comfort,Temperature (°C),18.979958833333335,100.0
1524,2025-03-20 07:00:00+00:00,Acoustics,Sound pressure (dB(A)),44.0,0.1
1525,2025-03-20 07:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),23.35666666666667,85.0
1527,2025-03-20 07:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1993.0166666666667,6.0
1528,2025-03-20 07:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.98916666666669,7.0
1530,2025-03-20 07:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1531,2025-03-20 07:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),97.98333333333333,26.0
1532,2025-03-20 07:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),92.48333333333333,0.1
1534,2025-03-20 07:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,100.0
1535,2025-03-20 07:00:00+00:00,Thermal comfort,Temperature (°C),18.839958833333334,100.0
1536,2025-03-20 08:00:00+00:00,Acoustics,Sound pressure (dB(A)),50.0,0.1
1537,2025-03-20 08:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),18.83271983640082,90.0
1539,2025-03-20 08:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1879.8833333333332,11.0
1540,2025-03-20 08:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.96083333333334,5.0
1542,2025-03-20 08:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1543,2025-03-20 08:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),201.175,0.1
1544,2025-03-20 08:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),154.72499999999997,0.1
1546,2025-03-20 08:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1547,2025-03-20 08:00:00+00:00,Thermal comfort,Temperature (°C),18.839125499999998,100.0
1548,2025-03-20 09:00:00+00:00,Acoustics,Sound pressure (dB(A)),56.5,0.1
1549,2025-03-20 09:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),3.8484253578732113,100.0
1551,2025-03-20 09:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),508.07500000000005,100.0
1552,2025-03-20 09:00:00+00:00,Air quality,Relative humidity (R.H.) (%),68.68666666666667,10.0
1554,2025-03-20 09:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1555,2025-03-20 09:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),25.999999999999996,77.0
1556,2025-03-20 09:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),18.616666666666667,47.0
1558,2025-03-20 09:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1559,2025-03-20 09:00:00+00:00,Thermal comfort,Temperature (°C),18.51579216666666,100.0
1560,2025-03-20 10:00:00+00:00,Acoustics,Sound pressure (dB(A)),62.5,0.1
1561,2025-03-20 10:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),1.760449897750511,100.0
1563,2025-03-20 10:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),568.7,100.0
1564,2025-03-20 10:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.18416666666667,9.0
1566,2025-03-20 10:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1567,2025-03-20 10:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),118.3,27.0
1568,2025-03-20 10:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),85.625,0.1
1570,2025-03-20 10:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1571,2025-03-20 10:00:00+00:00,Thermal comfort,Temperature (°C),18.445792166666678,100.0
1572,2025-03-20 11:00:00+00:00,Acoustics,Sound pressure (dB(A)),76.0,0.1
1573,2025-03-20 11:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),2.456441717791411,100.0
1575,2025-03-20 11:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),753.4,99.0
1576,2025-03-20 11:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.17416666666666,7.0
1578,2025-03-20 11:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1579,2025-03-20 11:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),319.6,0.1
1580,2025-03-20 11:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),222.35833333333335,0.1
1582,2025-03-20 11:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1583,2025-03-20 11:00:00+00:00,Thermal comfort,Temperature (°C),18.617458833333323,100.0
1584,2025-03-20 12:00:00+00:00,Acoustics,Sound pressure (dB(A)),70.75,0.1
1585,2025-03-20 12:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1587,2025-03-20 12:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),461.39166666666665,100.0
1588,2025-03-20 12:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.635,8.0
1590,2025-03-20 12:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1591,2025-03-20 12:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),76.16666666666667,38.0
1592,2025-03-20 12:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),55.43333333333333,8.0
1594,2025-03-20 12:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1595,2025-03-20 12:00:00+00:00,Thermal comfort,Temperature (°C),18.394958833333344,100.0
1596,2025-03-20 13:00:00+00:00,Acoustics,Sound pressure (dB(A)),60.75,0.1
1597,2025-03-20 13:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1599,2025-03-20 13:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),459.17499999999995,100.0
1600,2025-03-20 13:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.33500000000001,8.0
1602,2025-03-20 13:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1603,2025-03-20 13:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),38.8,53.0
1604,2025-03-20 13:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),28.59166666666667,36.0
1606,2025-03-20 13:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1607,2025-03-20 13:00:00+00:00,Thermal comfort,Temperature (°C),18.534958833333324,100.0
1608,2025-03-20 14:00:00+00:00,Acoustics,Sound pressure (dB(A)),59.333333333333336,0.1
1609,2025-03-20 14:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1611,2025-03-20 14:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),478.8425141242938,100.0
1612,2025-03-20 14:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.23559322033898,8.0
1614,2025-03-20 14:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1615,2025-03-20 14:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),27.094632768361585,70.0
1616,2025-03-20 14:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),16.22457627118644,58.0
1618,2025-03-20 14:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1619,2025-03-20 14:00:00+00:00,Thermal comfort,Temperature (°C),18.65969047175141,100.0
1620,2025-03-20 15:00:00+00:00,Acoustics,Sound pressure (dB(A)),65.5,0.1
1621,2025-03-20 15:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1623,2025-03-20 15:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1450.2833333333333,45.0
1624,2025-03-20 15:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.38250000000001,4.0
1626,2025-03-20 15:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1627,2025-03-20 15:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),84.71666666666667,42.0
1628,2025-03-20 15:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),65.71666666666667,14.0
1630,2025-03-20 15:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1631,2025-03-20 15:00:00+00:00,Thermal comfort,Temperature (°C),19.605792166666674,100.0
1632,2025-03-20 16:00:00+00:00,Acoustics,Sound pressure (dB(A)),58.083333333333336,0.1
1633,2025-03-20 16:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1635,2025-03-20 16:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2245.2916666666665,0.1
1636,2025-03-20 16:00:00+00:00,Air quality,Relative humidity (R.H.) (%),71.92249999999999,3.0
1638,2025-03-20 16:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1639,2025-03-20 16:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),70.44166666666666,47.0
1640,2025-03-20 16:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),53.25833333333333,21.0
1642,2025-03-20 16:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1643,2025-03-20 16:00:00+00:00,Thermal comfort,Temperature (°C),20.247458833333326,100.0
1644,2025-03-20 17:00:00+00:00,Acoustics,Sound pressure (dB(A)),49.16666666666666,0.1
1645,2025-03-20 17:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1647,2025-03-20 17:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2905.1833333333334,0.1
1648,2025-03-20 17:00:00+00:00,Air quality,Relative humidity (R.H.) (%),70.26083333333331,3.0
1650,2025-03-20 17:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1651,2025-03-20 17:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),51.87500000000001,50.0
1652,2025-03-20 17:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),41.45833333333333,28.0
1654,2025-03-20 17:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1655,2025-03-20 17:00:00+00:00,Thermal comfort,Temperature (°C),21.260792166666672,76.0
1656,2025-03-20 18:00:00+00:00,Acoustics,Sound pressure (dB(A)),53.25,0.1
1657,2025-03-20 18:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1659,2025-03-20 18:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),2888.6083333333336,0.1
1660,2025-03-20 18:00:00+00:00,Air quality,Relative humidity (R.H.) (%),69.14833333333333,5.0
1662,2025-03-20 18:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1663,2025-03-20 18:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),62.04166666666666,50.0
1664,2025-03-20 18:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),43.375,35.0
1666,2025-03-20 18:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1667,2025-03-20 18:00:00+00:00,Thermal comfort,Temperature (°C),21.566625500000008,61.0
1668,2025-03-20 19:00:00+00:00,Acoustics,Sound pressure (dB(A)),42.75,22.0
1669,2025-03-20 19:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),0.1,100.0
1671,2025-03-20 19:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),736.7750000000001,100.0
1672,2025-03-20 19:00:00+00:00,Air quality,Relative humidity (R.H.) (%),65.6,22.0
1674,2025-03-20 19:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
1675,2025-03-20 19:00:00+00:00,Air quality,Coarse particulate matter (PM_{10}) (µg/m^{3}),33.8,58.0
1676,2025-03-20 19:00:00+00:00,Air quality,Fine particulate matter (PM_{2.5}) (µg/m^{3}),16.416666666666668,58.0
1678,2025-03-20 19:00:00+00:00,Lighting,Illuminance (% above/below thresholds),0.1,0.1
1679,2025-03-20 19:00:00+00:00,Thermal comfort,Temperature (°C),20.469958833333326,99.0
1680,2025-03-20 20:00:00+00:00,Acoustics,Sound pressure (dB(A)),57.25,0.1
1681,2025-03-20 20:00:00+00:00,Air quality,Formaldehyde (CH_{2}O) (µg/m^{3}),47.24556237218814,58.0
1683,2025-03-20 20:00:00+00:00,Air quality,Carbon dioxide (CO_{2}) (ppm),1024.1833333333334,81.0
1684,2025-03-20 20:00:00+00:00,Air quality,Relative humidity (R.H.) (%),67.50666666666666,12.0
1686,2025-03-20 20:00:00+00:00,Air quality,Ozone (O_{3}) (µg/m^{3}),0.1,100.0
